balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason,stage,eligibility_status,demotion_reason,current_market_rank
1037,1037,HLS,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Hàng điện & điện tử,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1037
1038,1038,HLT,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1038
1039,1039,HLY,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,49.5151,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1039
1040,1040,HMC,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,47.4175,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1040
1041,1041,HMD,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1041
1042,1042,HMG,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1042
1043,1043,HMH,HNX,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Dịch vụ vận tải,Công nghiệp,non_financial,0.0,0.0,37.2729,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1043
1044,1044,HMR,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,40.7904,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1044
1045,1045,HMS,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,51.3254,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1045
1046,1046,HNA,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,43.8327,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1046
1047,1047,HNB,UPCoM,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,0.0,0.0,22.3655,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1047
1048,1048,HND,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,55.2885,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1048
1049,1049,HNE,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng hóa giải trí / Điện tử tiêu dùng,Hàng Tiêu dùng,non_financial,0.0,0.0,67.2968,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1049
1050,1050,HNF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,25.6593,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1050
1051,1051,HNG,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,84.7678,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1051
1052,1052,HNI,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,33.6533,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1052
1053,1053,HNM,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,73.4213,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1053
1054,1054,HNP,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1054
1055,1055,HNR,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Vang & Rượu mạnh,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1055
1056,1056,HNT,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,37.4722,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1056
1057,1057,HOM,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,54.9432,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1057
1058,1058,HOT,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,21.124,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1058
1059,1059,HPA,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1059
1060,1060,HPB,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,Công nghiệp,non_financial,0.0,0.0,32.6499,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1060
1061,1061,HPD,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,48.0858,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1061
1062,1062,HPG,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,98.104,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1062
1063,1063,HPH,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1063
1064,1064,HPI,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1064
1065,1065,HPM,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,13.64,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1065
1066,1066,HPO,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Thiết bị điện,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1066
1067,1067,HPP,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,42.8267,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1067
1068,1068,HPT,UPCoM,Công nghệ Thông tin / Công nghệ Thông tin / Phần mềm & Dịch vụ Máy tính / Phần mềm,Công nghệ Thông tin,non_financial,0.0,0.0,42.1457,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1068
1069,1069,HPW,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,24.2476,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1069
1070,1070,HPX,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,73.0312,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1070
1071,1071,HQC,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,82.3915,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1071
1072,1072,HRB,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1072
1073,1073,HRC,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,0.0,0.0,56.3715,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1073
1074,1074,HRT,UPCoM,Công nghiệp / Vận tải / Vận tải mặt đất,Công nghiệp,non_financial,0.0,0.0,47.1594,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1074
1075,1075,HSA,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1075
1076,1076,HSG,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,85.8876,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1076
1077,1077,HSI,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,0.0,0.0,59.1468,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1077
1078,1078,HSL,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,68.3041,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1078
1079,1079,HSM,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,45.9295,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1079
1080,1080,HSP,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,39.1262,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1080
1081,1081,HSV,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,56.8509,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1081
1082,1082,HT1,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,70.8518,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1082
1083,1083,HTC,HNX,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Phân phối xăng dầu & khí đốt",Tiện ích Cộng đồng,non_financial,0.0,0.0,46.534,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1083
1084,1084,HTE,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Thiết bị điện,Công nghiệp,non_financial,0.0,0.0,50.8907,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1084
1085,1085,HTG,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,50.3308,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1085
1086,1086,HTH,UPCoM,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1086
1087,1087,HTI,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,57.6016,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1087
1088,1088,HTK,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1088
1089,1089,HTL,HOSE,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Sản xuất ô tô,Hàng Tiêu dùng,non_financial,0.0,0.0,39.7367,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1089
1090,1090,HTM,UPCoM,Dịch vụ Tiêu dùng / Bán lẻ / Bán lẻ / Bán lẻ phức hợp,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,37.0241,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1090
1091,1091,HTN,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,66.4247,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1091
1092,1092,HTP,UPCoM,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,non_financial,0.0,0.0,61.4038,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1092
1093,1093,HTR,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Đường sắt,Công nghiệp,non_financial,0.0,0.0,41.7902,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1093
1094,1094,HTT,UPCoM,Dịch vụ Tiêu dùng / Bán lẻ / Bán lẻ / Bán lẻ phức hợp,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,53.2583,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1094
1095,1095,HTV,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Vận tải Thủy,Công nghiệp,non_financial,0.0,0.0,42.5126,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1095
