ticker,period,document_type,source_url,candidate_url,issue,manual_review_required,priority,notes
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240515-nlg-cbtt-thanh-toan-co-tuc-nam-2023-bang-tien.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2022/20221128%20-%20nlg%20-%20cbtt%20nq%20hdqt%20v.v%20dieu%20chinh%20phuong%20an%20tam%20ung%20co%20tuc%20dot%201%20nam%202022%20bang%20tien%20-%20vn.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2022/20221116%20-%20nlg%20-%20cbtt%20nq%20hdqt%20v.v%20tam%20ung%20co%20tuc%20dot%201%20nam%202022%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2022/20220720%20-%20nlg%20-%20cbtt%20tb%20v.v%20nhan%20co%20tuc%20bang%20tien%20mat%20%26%20cap%20nhat%20thong%20tin%20co%20dong%20dinh%20ky.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2022/NLG%20-%20Announcement%20regarding%20receiving%20dividends%20in%20cash%20and%20updating%20personal%20information%20of%20Shareholders%20periodically%20(18h00%20-%2020072022).pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2021/20211108%20-%20nlg%20-%20cbtt%20thong%20qua%20cac%20noi%20dung%20lien%20quan%20den%20phat%20hanh%20cp%20cua%20nlg%20%26%20tam%20ung%20co%20tuc%20dot%201%20nam%202021%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2021/nlg%20-thong%20bao%20-%20tra%20co%20tuc%20tu%202014%20den%202020%20doi%20voi%20co%20dong%20chua%20luu%20ky-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2021/nlg%20-%20cbtt%20chot%20dscd%20de%20chi%20tra%20co%20tuc%20dot%202%20nam%202020%20bang%20tien%20mat%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2020/cbtt%20tam%20ung%20co%20tuc%20dot%201%20nam%202020%20bang%20tien%20mat%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2020/cap%20nhat%20thong%20tin%20co%20dong%20-%20nhan%20co%20tuc%20bang%20tien%20mat-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2019/nlg%20-%20cbtt%20tam%20ung%20co%20tuc%20dot%201%20nam%202019%20bang%20tien%20mat%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2018/nq%20hdqt%20phat%20hanh%20cp%20de%20tra%20co%20tuc%202018%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2019/cong%20bo%20phat%20hanh%20co%20phieu%20de%20tra%20co%20tuc%202018-en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2019/nq%20hdqt%20phat%20hanh%20cp%20de%20tra%20co%20tuc%202018%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2019/phe%20duyet%20phuong%20an%20phat%20hanh%20cp%20chi%20tra%20co%20tuc%202018%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2019/chot%20dscd%20de%20chi%20tra%20co%20tuc%20dot%20cuoi%20nam%202018%20bang%20tien%20mat%20-%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2018/157%20nlg%20cbtt%20v.v%20tam%20ung%20co%20tuc%20dot%201.2018%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/NLG/2018/nlg%20-%20cbtt%20phat%20hanh%20cp%20tra%20co%20tuc%20en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-session-–-Summary-profile-of-the-Boards-nominees-for-the-term-2026-2031.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Submission-Election-of-the-BODs-for-the-term-2026-2031.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-on-recommending-candidates-to-the-BOD-2026-2031.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Draft-Meeting-Minutes.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Submission-of-the-BODs-on-the-voting-matters.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-session-2026-BP-Profit-distribution-plan-and-Dividend-payment-plan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Revisions-updates-supplementation-of-Company-Charter.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Letter-of-authorization.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Regulations.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Directors-Officers-Liability-Insurance-for-BODs-members-2026.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Proposal-of-Operation-budget-of-BODs-for-2026.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Regulations-on-nomination-self-nomination-and-election-of-the-BOD-members-for-term-2026-–-2031.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-of-Independent-Board-Members-and-the-Boards-performance-evaluation-in-2025.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Full-draft-of-Company-Charter.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Notice-on-the-election-of-the-BODs-for-term-2026-2031.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-of-Audit-Committee-and-monitoring-results-to-BOM-in-2025-1.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Draft-Resolution.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-2025-Profit-distribution-plan-dividend-payment-plan-by-cash.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-of-Board-of-Directors-in-2025-and-direction-for-2026.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Agenda.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Invitation.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,financial_statement,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Nam-Long-highlights-in-2025-Audited-consolidated-financial-reports-2025.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;FINANCE_KEYWORD;CONSOLIDATED_KEYWORD_MATCH;AUDITED_OR_REVIEWED_KEYWORD_MATCH;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;DIRECT_PDF_FINANCE_KEYWORD;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Rules-of-voting.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,2026,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Report-session-2025-ESS-share-issuance-and-2026-ESS-proposal.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;PERIOD_NOT_EXACT_TARGET_REVIEW,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
