dataset_name,ticker,issue,notes
financial_statement_summary,CFM,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,VPG,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,DST,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,DCV,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,MBN,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,HPG,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,VGC,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,VCS,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
financial_statement_summary,HT1,REAL_FINANCIAL_STATEMENT_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED
disclosure_status,DPP,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,SDA,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,CLH,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DND,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DBT,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,CCR,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,NOS,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DPH,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DSN,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,WSS,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,STC,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,CFM,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,VPG,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DST,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,DCV,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,MBN,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,HPG,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,VGC,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,VCS,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
disclosure_status,HT1,DISCLOSURE_DATA_UNAVAILABLE,"REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; absence is unknown, not clean"
coverage_report,,MISSING_DATA,"required_fields=ticker,company_name,exchange,industry_raw,business_description; missing required values present; low confidence rows present; manual review rows present"
coverage_report,,MANUAL_REVIEW,"required_fields=ticker,date,close,volume,trading_value; stale data present; low confidence rows present; manual review rows present"
coverage_report,,EMPTY_DATASET,"required_fields=ticker,period,revenue,net_profit,equity,total_assets,total_liabilities"
production_universe_builder,DPP,MISSING_MARKET_DATA,
production_universe_builder,DPP,MISSING_FINANCIAL_DATA,
production_universe_builder,DPP,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,SDA,MISSING_FINANCIAL_DATA,
production_universe_builder,SDA,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,SDA,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,CLH,MISSING_FINANCIAL_DATA,
production_universe_builder,CLH,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,CLH,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DND,MISSING_FINANCIAL_DATA,
production_universe_builder,DND,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DND,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DBT,MISSING_FINANCIAL_DATA,
production_universe_builder,DBT,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DBT,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,CCR,MISSING_FINANCIAL_DATA,
production_universe_builder,CCR,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,CCR,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,NOS,MISSING_FINANCIAL_DATA,
production_universe_builder,NOS,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,NOS,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DPH,MISSING_FINANCIAL_DATA,
production_universe_builder,DPH,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DPH,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DSN,MISSING_FINANCIAL_DATA,
production_universe_builder,DSN,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DSN,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,WSS,MISSING_FINANCIAL_DATA,
production_universe_builder,WSS,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,WSS,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,STC,MISSING_FINANCIAL_DATA,
production_universe_builder,STC,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,STC,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,CFM,MISSING_FINANCIAL_DATA,
production_universe_builder,CFM,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,CFM,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,VPG,MISSING_FINANCIAL_DATA,
production_universe_builder,VPG,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,VPG,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DST,MISSING_FINANCIAL_DATA,
production_universe_builder,DST,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DST,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,DCV,MISSING_FINANCIAL_DATA,
production_universe_builder,DCV,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,DCV,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,MBN,MISSING_FINANCIAL_DATA,
production_universe_builder,MBN,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,MBN,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,HPG,MISSING_FINANCIAL_DATA,
production_universe_builder,HPG,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,HPG,MARKET_DATA_QUALITY_REVIEW,
production_universe_builder,VGC,MISSING_MARKET_DATA,
production_universe_builder,VGC,MISSING_FINANCIAL_DATA,
production_universe_builder,VGC,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,VCS,MISSING_MARKET_DATA,
production_universe_builder,VCS,MISSING_FINANCIAL_DATA,
production_universe_builder,VCS,PROFILE_DATA_QUALITY_REVIEW,
production_universe_builder,HT1,MISSING_MARKET_DATA,
production_universe_builder,HT1,MISSING_FINANCIAL_DATA,
production_universe_builder,HT1,PROFILE_DATA_QUALITY_REVIEW,
l0_trash_filter,DPP,MISSING_MARKET_DATA,
l0_trash_filter,DPP,MISSING_FINANCIAL_DATA,
l0_trash_filter,SDA,MISSING_FINANCIAL_DATA,
l0_trash_filter,SDA,VERY_LOW_LIQUIDITY,
l0_trash_filter,CLH,MISSING_FINANCIAL_DATA,
l0_trash_filter,CLH,VERY_LOW_LIQUIDITY,
l0_trash_filter,DND,MISSING_FINANCIAL_DATA,
l0_trash_filter,DND,VERY_LOW_LIQUIDITY,
l0_trash_filter,DBT,MISSING_FINANCIAL_DATA,
l0_trash_filter,DBT,VERY_LOW_LIQUIDITY,
l0_trash_filter,CCR,MISSING_FINANCIAL_DATA,
l0_trash_filter,CCR,VERY_LOW_LIQUIDITY,
l0_trash_filter,NOS,MISSING_FINANCIAL_DATA,
l0_trash_filter,NOS,VERY_LOW_LIQUIDITY,
l0_trash_filter,DPH,MISSING_FINANCIAL_DATA,
l0_trash_filter,DPH,VERY_LOW_LIQUIDITY,
l0_trash_filter,DSN,MISSING_FINANCIAL_DATA,
l0_trash_filter,DSN,VERY_LOW_LIQUIDITY,
l0_trash_filter,WSS,MISSING_FINANCIAL_DATA,
l0_trash_filter,WSS,VERY_LOW_LIQUIDITY,
l0_trash_filter,STC,MISSING_FINANCIAL_DATA,
l0_trash_filter,STC,VERY_LOW_LIQUIDITY,
l0_trash_filter,CFM,MISSING_FINANCIAL_DATA,
l0_trash_filter,CFM,VERY_LOW_LIQUIDITY,
l0_trash_filter,VPG,MISSING_FINANCIAL_DATA,
l0_trash_filter,VPG,VERY_LOW_LIQUIDITY,
l0_trash_filter,DST,MISSING_FINANCIAL_DATA,
l0_trash_filter,DST,VERY_LOW_LIQUIDITY,
l0_trash_filter,DCV,MISSING_FINANCIAL_DATA,
l0_trash_filter,DCV,VERY_LOW_LIQUIDITY,
l0_trash_filter,MBN,MISSING_FINANCIAL_DATA,
l0_trash_filter,MBN,VERY_LOW_LIQUIDITY,
l0_trash_filter,HPG,MISSING_FINANCIAL_DATA,
l0_trash_filter,VGC,MISSING_MARKET_DATA,
l0_trash_filter,VGC,MISSING_FINANCIAL_DATA,
l0_trash_filter,VCS,MISSING_MARKET_DATA,
l0_trash_filter,VCS,MISSING_FINANCIAL_DATA,
l0_trash_filter,HT1,MISSING_MARKET_DATA,
l0_trash_filter,HT1,MISSING_FINANCIAL_DATA,
l0_basic_investability_filter,DPP,UPSTREAM_L0_CAUTION,
l0_basic_investability_filter,DPP,LOW_DATA_CONFIDENCE,
l0_basic_investability_filter,DPP,MARKET_CAP_MISSING,
l0_basic_investability_filter,DPP,UNKNOWN_DISCLOSURE_STATUS,
l0_basic_investability_filter,DPP,LOW_DATA_COVERAGE,
l0_basic_investability_filter,SDA,L0_REJECT,
l0_basic_investability_filter,CLH,L0_REJECT,
l0_basic_investability_filter,DND,L0_REJECT,
l0_basic_investability_filter,DBT,L0_REJECT,
l0_basic_investability_filter,CCR,L0_REJECT,
l0_basic_investability_filter,NOS,L0_REJECT,
l0_basic_investability_filter,DPH,L0_REJECT,
l0_basic_investability_filter,DSN,L0_REJECT,
l0_basic_investability_filter,WSS,L0_REJECT,
l0_basic_investability_filter,STC,L0_REJECT,
l0_basic_investability_filter,CFM,L0_REJECT,
l0_basic_investability_filter,VPG,L0_REJECT,
l0_basic_investability_filter,DST,L0_REJECT,
l0_basic_investability_filter,DCV,L0_REJECT,
l0_basic_investability_filter,MBN,L0_REJECT,
l0_basic_investability_filter,HPG,UPSTREAM_L0_CAUTION,
l0_basic_investability_filter,HPG,SUSPICIOUS_OUTLIER,
l0_basic_investability_filter,HPG,LOW_DATA_CONFIDENCE,
l0_basic_investability_filter,HPG,STALE_DATA,
l0_basic_investability_filter,HPG,LOW_LIQUIDITY,
l0_basic_investability_filter,HPG,MARKET_DATA_QUALITY_REVIEW,
l0_basic_investability_filter,HPG,MARKET_CAP_MISSING,
l0_basic_investability_filter,HPG,UNKNOWN_DISCLOSURE_STATUS,
l0_basic_investability_filter,HPG,LOW_DATA_COVERAGE,
l0_basic_investability_filter,VGC,UPSTREAM_L0_CAUTION,
l0_basic_investability_filter,VGC,LOW_DATA_CONFIDENCE,
l0_basic_investability_filter,VGC,MARKET_CAP_MISSING,
l0_basic_investability_filter,VGC,UNKNOWN_DISCLOSURE_STATUS,
l0_basic_investability_filter,VGC,LOW_DATA_COVERAGE,
l0_basic_investability_filter,VCS,UPSTREAM_L0_CAUTION,
l0_basic_investability_filter,VCS,LOW_DATA_CONFIDENCE,
l0_basic_investability_filter,VCS,MARKET_CAP_MISSING,
l0_basic_investability_filter,VCS,UNKNOWN_DISCLOSURE_STATUS,
l0_basic_investability_filter,VCS,LOW_DATA_COVERAGE,
l0_basic_investability_filter,HT1,UPSTREAM_L0_CAUTION,
l0_basic_investability_filter,HT1,LOW_DATA_CONFIDENCE,
l0_basic_investability_filter,HT1,MARKET_CAP_MISSING,
l0_basic_investability_filter,HT1,UNKNOWN_DISCLOSURE_STATUS,
l0_basic_investability_filter,HT1,LOW_DATA_COVERAGE,
l1_business_classification,DPP,INSUFFICIENT_DATA_FOR_CLASSIFICATION,INSUFFICIENT_DATA_FOR_CLASSIFICATION
l1_business_classification,SDA,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,CLH,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DND,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DBT,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,CCR,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,NOS,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DPH,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DSN,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,WSS,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,STC,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,CFM,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,VPG,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DST,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,DCV,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,MBN,FAILED_L0_BASIC_INVESTABILITY,FAILED_L0_BASIC_INVESTABILITY
l1_business_classification,HPG,INSUFFICIENT_DATA_FOR_CLASSIFICATION,INSUFFICIENT_DATA_FOR_CLASSIFICATION
l1_business_classification,VGC,INSUFFICIENT_DATA_FOR_CLASSIFICATION,INSUFFICIENT_DATA_FOR_CLASSIFICATION
l1_business_classification,VCS,INSUFFICIENT_DATA_FOR_CLASSIFICATION,INSUFFICIENT_DATA_FOR_CLASSIFICATION
l1_business_classification,HT1,INSUFFICIENT_DATA_FOR_CLASSIFICATION,INSUFFICIENT_DATA_FOR_CLASSIFICATION
archetype_templates,DPP,UNKNOWN_ARCHETYPE_TEMPLATE,INSUFFICIENT_DATA_FOR_CLASSIFICATION
archetype_templates,SDA,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,CLH,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DND,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DBT,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,CCR,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,NOS,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DPH,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DSN,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,WSS,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,STC,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,CFM,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,VPG,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DST,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,DCV,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,MBN,UNKNOWN_ARCHETYPE_TEMPLATE,FAILED_L0_BASIC_INVESTABILITY
archetype_templates,HPG,UNKNOWN_ARCHETYPE_TEMPLATE,INSUFFICIENT_DATA_FOR_CLASSIFICATION
archetype_templates,VGC,UNKNOWN_ARCHETYPE_TEMPLATE,INSUFFICIENT_DATA_FOR_CLASSIFICATION
archetype_templates,VCS,UNKNOWN_ARCHETYPE_TEMPLATE,INSUFFICIENT_DATA_FOR_CLASSIFICATION
archetype_templates,HT1,UNKNOWN_ARCHETYPE_TEMPLATE,INSUFFICIENT_DATA_FOR_CLASSIFICATION
driver_registry,DPP,INSUFFICIENT_DATA_FOR_CLASSIFICATION,
driver_registry,DPP,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,SDA,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,SDA,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,CLH,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,CLH,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,DND,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,DND,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,DBT,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,DBT,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,CCR,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,CCR,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,NOS,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,NOS,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,DPH,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,DPH,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,DSN,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,DSN,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,WSS,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,WSS,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,STC,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,STC,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
driver_registry,CFM,FAILED_L0_BASIC_INVESTABILITY,
driver_registry,CFM,NOT_ELIGIBLE_FOR_DRIVER_RESOLUTION,
